Label,Berita
valid,Kepala Badan Siber dan Sandi Negara (BSSN) memperingatkan peningkatan serangan *zero-day* terhadap sistem pemerintahan.
valid,PT Bank Negara Indonesia (BNI) Tbk mencatat laba bersih 25 triliun rupiah di tahun 2023.
valid,Kementerian Agama meluncurkan program sertifikasi guru madrasah berskala nasional.
valid,Kepala Kepolisian Republik Indonesia (Kapolri) memimpin upacara *launching* layanan *e-Polda* nasional.
valid,Bursa Efek Indonesia (BEI) mencatat total nilai transaksi *sukuk* korporasi mencapai 10 triliun rupiah hari ini.
valid,Kementerian Perindustrian meluncurkan program insentif pajak bagi industri yang melakukan *research and development*.
valid,"Gubernur Jawa Barat meresmikan pembangunan *flyover* baru di persimpangan jalan tol Buah Batu, Bandung."
valid,Dinas Kesehatan menyediakan layanan *medical check-up* gratis bagi semua ASN di lingkungan Pemprov Jakarta.
valid,Pemerintah menetapkan program *cash for work* untuk 500.000 pekerja yang terdampak krisis ekonomi global.
valid,Tim riset LIPI berhasil menemukan spesies udang baru yang belum pernah teridentifikasi di perairan Sulawesi.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) menambah rute bus TransJabodetabek ke kawasan Depok Cibubur.
valid,Komisi Pemberantasan Korupsi (KPK) melakukan OTT terhadap seorang pejabat Kementerian Pekerjaan Umum dan Perumahan Rakyat terkait dugaan suap proyek.
valid,"Menteri Pertanian Syahrul Yasin Limpo meninjau panen raya cabai di Kabupaten Magelang, Jawa Tengah."
valid,Pemerintah menyediakan anggaran 6 triliun rupiah untuk program padat karya di sektor kehutanan dan lingkungan hidup.
valid,Indonesia menjadi tuan rumah *World Tourism Forum* 2024 di Bali yang membahas isu-isu pariwisata global.
valid,Kementerian Pendidikan meluncurkan program beasiswa pendidikan magister dan doktor ke Tiongkok.
valid,Perusahaan farmasi PT Bio Farma Tbk mencatat peningkatan produksi vaksin *pneumonia* sebesar 30%.
valid,Dinas Kependudukan dan Catatan Sipil meluncurkan layanan pembuatan Kartu Identitas Anak (KIA) di *mall* besar.
valid,Presiden Jokowi meresmikan pembangunan jalan tol Bakauheni-Terbanggi Besar (Bakter) yang sudah selesai.
valid,Badan Pengelola Dana Perkebunan Kelapa Sawit (BPDPKS) memberikan beasiswa kepada 6.000 mahasiswa sawit di tahun 2024.
valid,Kepala Badan Siber dan Sandi Negara (BSSN) memperingatkan peningkatan serangan *malware* *ransomware* terbaru.
valid,PT Bank Negara Indonesia (BNI) Tbk mencatat laba bersih 28 triliun rupiah di tahun 2023.
valid,Kementerian Agama meluncurkan program sertifikasi guru madrasah berskala nasional.
valid,Kepala Kepolisian Republik Indonesia (Kapolri) memimpin upacara *launching* layanan *e-SIM* nasional.
valid,Bursa Efek Indonesia (BEI) mencatat total nilai transaksi *reksadana* mencapai 8 triliun rupiah hari ini.
valid,Kementerian Perindustrian meluncurkan program insentif pajak bagi industri yang menggunakan teknologi *AI*.
valid,Gubernur Jawa Barat meresmikan pembangunan *Creative Hub* baru untuk industri film di kawasan Bandung.
valid,Dinas Kesehatan menyediakan layanan *telemedicine* gratis bagi pasien dengan penyakit kronis di Bandung.
valid,Pemerintah menetapkan program *cash for work* untuk 600.000 pekerja yang terdampak *PHK* di sektor ritel.
valid,Tim riset LIPI berhasil menemukan spesies kupu-kupu baru yang belum pernah teridentifikasi di Pulau Jawa.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) menambah rute bus TransJabodetabek ke kawasan Depok Margonda.
valid,Komisi Pemberantasan Korupsi (KPK) melakukan OTT terhadap seorang anggota DPR di wilayah Jawa Timur.
valid,"Menteri Pertanian Syahrul Yasin Limpo meninjau panen raya kentang di Kabupaten Wonosobo, Jawa Tengah."
valid,Pemerintah menyediakan anggaran 7 triliun rupiah untuk program padat karya di sektor perkebunan karet dan teh.
valid,Indonesia menjadi tuan rumah *World Heritage Committee* (WHC) di Jakarta tahun 2025.
valid,Kementerian Pendidikan meluncurkan program beasiswa pendidikan magister dan doktor ke Korea Selatan.
valid,Perusahaan farmasi PT Bio Farma Tbk mencatat peningkatan produksi vaksin *campak* sebesar 30%.
valid,Dinas Kependudukan dan Catatan Sipil meluncurkan layanan pembuatan Kartu Identitas Anak (KIA) di *mall* besar.
valid,Presiden Jokowi meresmikan pembangunan jalan tol Medan-Kualanamu-Tebing Tinggi (MKTT) yang sudah selesai.
valid,Badan Pengelola Dana Perkebunan Kelapa Sawit (BPDPKS) memberikan beasiswa kepada 7.000 mahasiswa sawit di tahun 2024.
valid,Kepala Badan Siber dan Sandi Negara (BSSN) memperingatkan peningkatan serangan *social engineering* terbaru.
valid,PT Bank Negara Indonesia (BNI) Tbk mencatat laba bersih 30 triliun rupiah di tahun 2023.
valid,Kementerian Agama meluncurkan program sertifikasi pimpinan majelis taklim berskala nasional.
valid,Kepala Kepolisian Republik Indonesia (Kapolri) memimpin upacara *launching* layanan *e-Perizinan* nasional.
valid,Bursa Efek Indonesia (BEI) mencatat total nilai transaksi *saham* di Indonesia mencapai 20 triliun rupiah hari ini.
valid,Kementerian Perindustrian meluncurkan program insentif pajak bagi industri yang menggunakan *big data*.
valid,"Gubernur Jawa Barat meresmikan pembangunan *flyover* baru di persimpangan jalan tol Cileunyi, Bandung."
valid,Bursa Efek Indonesia (BEI) mencatat total nilai transaksi *saham* di Indonesia mencapai 25 triliun rupiah hari ini.
valid,Kementerian Perindustrian meluncurkan program insentif pajak bagi industri yang menggunakan *big data*.
valid,"Gubernur Jawa Barat meresmikan pembangunan *flyover* baru di persimpangan jalan tol Buah Batu, Bandung."
valid,Dinas Kesehatan menyediakan layanan *telemedicine* gratis bagi pasien dengan penyakit kulit di Jakarta.
valid,Pemerintah menetapkan program *cash for work* untuk 900.000 pekerja yang terdampak *PHK* di sektor jasa.
valid,Tim riset LIPI berhasil menemukan spesies udang baru yang belum pernah teridentifikasi di perairan Sulawesi.
valid,Badan Pengelola Transportasi Jabodetabek (BPTJ) menambah rute bus TransJabodetabek ke kawasan Depok Margonda.
valid,Komisi Pemberantasan Korupsi (KPK) melakukan OTT terhadap seorang anggota DPR di wilayah Jawa Barat.
hoax,Semua warga harus membayar denda 50 juta rupiah atau dipenjara karena aturan pemerintah baru tentang kepemilikan hewan peliharaan.
hoax,Vaksin terbaru yang diberikan pemerintah mengandung microchip yang digunakan untuk melacak aktivitas dan lokasi setiap individu.
hoax,"Harga BBM jenis Pertalite akan naik mendadak 100% pada tengah malam nanti, segera isi penuh tangki kendaraan Anda!"
hoax,Jembatan Suramadu akan ditutup total selama tiga tahun karena ada keretakan parah akibat gempa yang disembunyikan media.
hoax,Ilmuwan menemukan bahwa makan mie instan bersamaan dengan kopi bisa menyebabkan kanker usus dalam waktu 24 jam.
hoax,"Bintang Berekor Komet akan jatuh di perairan Jawa pada hari Jumat, menyebabkan gelombang tsunami setinggi 50 meter."
hoax,Ditemukan racun berbahaya pada semua produk air minum dalam kemasan botol merek ternama di pasaran.
hoax,Presiden Jokowi dikabarkan telah menandatangani perjanjian rahasia untuk menjual Pulau Bali kepada investor asing.
hoax,Dokter ahli kulit membuktikan bahwa penggunaan sabun mandi antibacterial secara rutin bisa merusak genetik tubuh.
hoax,Seluruh dana pensiun PNS dan karyawan BUMN ditarik paksa oleh negara untuk menutupi utang luar negeri.
hoax,Ada makhluk aneh berbentuk manusia berkepala kerbau terlihat berkeliaran di daerah pegunungan Bromo.
hoax,Perusahaan Apple akan memberikan iPhone gratis kepada 1 juta pengguna pertama yang membagikan pesan ini di media sosial.
hoax,Minum rebusan air bawang putih setiap pagi terbukti bisa menyembuhkan semua jenis penyakit kronis termasuk AIDS.
hoax,Anak yang lahir pada tanggal ganjil di bulan Desember dipercaya memiliki kekuatan supranatural yang berbahaya.
hoax,Jalan tol layang Jakarta-Cikampek dikabarkan akan ambruk total pada akhir tahun ini karena kegagalan konstruksi.
hoax,Pemerintah kota melarang penggunaan sepeda motor di jalan protokol mulai bulan depan karena masalah polusi.
hoax,Video viral menunjukkan bahwa mencampur minuman ringan dengan susu akan menghasilkan zat aditif mematikan.
hoax,Sebuah penemuan baru menyatakan bahwa konsumsi sayuran hijau secara berlebihan justru menyebabkan kelumpuhan saraf.
hoax,Bank sentral Indonesia akan mencetak uang kertas pecahan 1 juta rupiah yang akan segera diedarkan secara terbatas.
hoax,"Semua pengguna WhatsApp harus membayar biaya langganan bulanan sebesar Rp 50.000, jika tidak akun akan diblokir."
hoax,Pihak kepolisian menemukan gudang rahasia tempat pembuatan daging palsu yang terbuat dari bahan-bahan kimia.
hoax,Beredar surat panggilan kerja dari PT Pertamina yang meminta biaya administrasi sebesar 3 juta rupiah untuk wawancara.
hoax,Terdapat cacing pita mematikan dalam semua daging sapi yang dijual di pasar tradisional di seluruh Pulau Jawa.
hoax,Bendungan Jatiluhur mengalami keretakan masif dan diperkirakan akan jebol dalam 72 jam ke depan.
hoax,"Jika Anda menerima telepon dari nomor yang tidak dikenal pada pukul 03.00 pagi, itu adalah telepon dari makhluk halus."
hoax,Foto satelit menunjukkan ada kapal selam asing berukuran raksasa yang bersembunyi di perairan Natuna.
hoax,Minyak kelapa sawit yang beredar di pasaran telah dicampur dengan minyak goreng bekas yang mengandung karsinogen.
hoax,Sebuah pesawat UFO terlihat mendarat darurat di kawasan persawahan dekat Bandara Internasional Soekarno-Hatta.
hoax,Semua ijazah lulusan universitas swasta ternama di Jakarta dinyatakan tidak sah dan tidak bisa digunakan untuk melamar PNS.
hoax,"Berita rahasia: harga emas akan anjlok 90% pada akhir minggu ini, segera jual semua aset emas Anda."
hoax,Seorang anak di Jawa Barat tiba-tiba bisa berbicara dalam 10 bahasa asing setelah jatuh dari pohon mangga.
hoax,Anggota DPR mendapatkan bonus tahunan sebesar 5 miliar rupiah di tengah krisis ekonomi yang melanda masyarakat.
hoax,Gempa berkekuatan 9 skala Richter diprediksi akan mengguncang kota Medan dan sekitarnya pada besok lusa.
hoax,Makan makanan yang dipanaskan menggunakan microwave setiap hari akan mengurangi umur Anda sebanyak 10 tahun.
hoax,Pihak imigrasi akan mendeportasi semua Warga Negara Asing (WNA) yang bekerja di proyek infrastruktur besar.
hoax,Tsunami dahsyat yang menghantam Palu adalah ulah rekayasa teknologi cuaca milik negara adidaya.
hoax,Penggunaan lampu LED di rumah-rumah terbukti bisa menyebabkan gangguan tidur yang berujung pada depresi.
hoax,Ditemukan zat kimia berbahaya yang memicu mandul dalam produk kosmetik yang paling banyak digunakan oleh remaja.
hoax,Semua sekolah di Jakarta diwajibkan melakukan pembelajaran jarak jauh selama satu tahun penuh tanpa alasan yang jelas.
hoax,Foto lama menunjukkan bahwa salah satu pejabat tinggi negara pernah menjadi anggota organisasi terlarang di masa lalu.
hoax,Polisi menemukan sindikat besar yang menjual bayi secara daring dengan harga fantastis mencapai puluhan juta.
hoax,Minum air yang sudah dimasak ulang (dihangatkan) dapat memicu pembentukan kristal beracun di ginjal.
hoax,"Bantuan sosial (bansos) dari pemerintah hanya diberikan kepada anggota partai politik tertentu, bukan rakyat miskin."
hoax,"Sebuah mobil mewah hilang secara misterius di tengah jalan tol, diduga diculik oleh makhluk tak kasat mata."
hoax,Ditemukan bahan peledak tersembunyi di dalam semua mainan anak-anak yang diimpor dari negara Tiongkok.
hoax,Semua rekening bank di atas 100 juta rupiah akan dibekukan sementara oleh pemerintah untuk kepentingan audit.
hoax,Air laut di pantai utara Jakarta berubah warna menjadi merah darah akibat polusi limbah industri berat.
hoax,Penyakit cacar air dikabarkan telah bermutasi menjadi virus yang jauh lebih mematikan dan resisten terhadap obat.
hoax,"Perekrutan CPNS tahun ini hanya formalitas, semua posisi sudah diisi oleh kerabat pejabat tinggi."
hoax,Minum teh herbal yang direkomendasikan di media sosial terbukti dapat meracuni hati dan menyebabkan gagal ginjal akut.
hoax,Ada penampakan hantu wanita berpakaian putih di sekitar Jalan Tol Cipularang yang sering mengganggu pengendara.
hoax,Perusahaan Telkomsel akan menaikkan tarif data internet hingga 500% tanpa pemberitahuan kepada pelanggan.
hoax,"Terdapat lubang hitam berukuran kecil yang muncul tiba-tiba di kawasan Gunung Merapi, mengancam keselamatan warga."
hoax,"Benda-benda plastik yang dibuang ke laut akan kembali menjadi makanan ikan, menyebabkan keracunan massal."
hoax,Semua produk mie instan yang dijual di luar negeri dilarang masuk ke Indonesia karena tidak memenuhi standar BPOM.
hoax,Bank Indonesia mengeluarkan kebijakan yang melarang penarikan uang tunai di ATM lebih dari 5 juta rupiah per hari.
hoax,Video CCTV menunjukkan bahwa petugas pemadam kebakaran sengaja membakar gedung tua untuk mendapatkan dana asuransi.
hoax,Seorang dukun terkenal berhasil membuat mata uang asing (Dolar) dari daun kering dan air hujan.
hoax,Pria yang sering mencukur rambutnya hingga botak akan mengalami kerontokan otak dan kehilangan ingatan.
hoax,Ditemukan ribuan buku pelajaran sekolah yang dicetak dengan kesalahan fatal yang mengajarkan ideologi terlarang.
hoax,Pemerintah berencana akan mewajibkan seluruh rakyat Indonesia untuk membeli mobil listrik pada tahun depan.
hoax,"Ada sebuah portal waktu misterius yang terbuka di kawasan candi Borobudur, membawa turis ke masa lalu."
hoax,Minum obat pereda nyeri secara rutin terbukti bisa menyebabkan ketergantungan narkoba tingkat tinggi.
hoax,Terdapat kasus penculikan anak di bawah umur yang dilakukan oleh sekumpulan badut keliling di kota Surabaya.
hoax,Harga tiket pesawat ke semua rute domestik dan internasional akan turun 80% pada bulan depan.
hoax,Semua pengguna media sosial yang mengkritik pemerintah akan dikenakan sanksi denda sebesar 10 juta rupiah.
hoax,Gunung Krakatau menunjukkan aktivitas ekstrem dan diperkirakan akan meletus dahsyat dalam beberapa hari ke depan.
hoax,Membaca buku di malam hari dengan cahaya redup akan menyebabkan kebutaan permanen dalam waktu satu bulan.
hoax,Seorang pengemis di Jakarta ditemukan memiliki kekayaan miliaran rupiah yang disembunyikan di bawah jembatan.
hoax,Ditemukan zat pemicu alergi yang parah dalam semua produk minuman bersoda yang dijual di warung kecil.
hoax,Semua pedagang kaki lima diwajibkan memiliki sertifikat khusus yang biayanya mencapai 20 juta rupiah per tahun.
hoax,Terdapat lubang raksasa yang tiba-tiba muncul di tengah sawah dan menyedot rumah-rumah warga di sekitarnya.
hoax,Video menunjukkan bahwa polisi menyita dan membakar habis semua smartphone yang tidak terdaftar IMEI-nya.
hoax,Pemerintah akan mengeluarkan kebijakan untuk memotong gaji seluruh karyawan swasta sebesar 10% untuk dana cadangan negara.
hoax,Minum air zamzam yang dibeli secara daring terbukti bisa menyebabkan penyakit kulit kronis dan katarak.
hoax,Seorang artis terkenal ditangkap karena terlibat dalam kasus pencucian uang terbesar di Asia Tenggara.
hoax,Semua bank konvensional akan ditutup dan digantikan oleh sistem mata uang digital milik pemerintah baru.
hoax,Ditemukan mayat alien yang terdampar di pantai terpencil di Papua setelah badai besar melanda wilayah tersebut.
hoax,"Jika Anda memasak nasi menggunakan air hujan yang ditampung, nasi tersebut akan mengandung zat radioaktif."
hoax,Beredar pengumuman rekrutmen TKI ke Korea Selatan dengan gaji 50 juta rupiah per bulan tanpa perlu tes kesehatan.
hoax,Terdapat virus baru yang menyebar melalui udara dan hanya menyerang orang yang memiliki golongan darah B.
hoax,Semua pengendara mobil wajib memasang stiker khusus yang harganya 5 juta rupiah untuk melewati jalan protokol.
hoax,Kenaikan tarif listrik yang baru disahkan DPR mencapai 300% dan akan berlaku mulai awal bulan depan.
hoax,Seorang anak di Makassar bisa mengeluarkan api dari tangannya setelah memakan buah mangga yang tersambar petir.
hoax,Ditemukan bahan kimia yang merusak sel otak dalam semua makanan ringan kemasan yang dijual di minimarket.
hoax,"Sebuah kapal tanker minyak raksasa hilang tanpa jejak di Selat Malaka, diduga diculik oleh perompak modern."
hoax,Semua ATM yang ada di pusat perbelanjaan dicurigai telah dipasangi alat penyadap data pribadi nasabah.
hoax,Foto menunjukkan bahwa Bendera Merah Putih di Kantor Presiden dinaikkan secara terbalik saat upacara resmi.
hoax,Sekolah-sekolah diwajibkan mengganti seragam lama dengan seragam baru yang harganya mencapai 1 juta rupiah.
hoax,Minum air rendaman buah kurma setiap hari terbukti bisa menyebabkan peningkatan kadar gula darah berbahaya.
hoax,Anggota DPRD di salah satu provinsi tertangkap basah sedang berpesta narkoba di rumah dinas mereka.
hoax,Semua toko kelontong dilarang menjual rokok dan minuman beralkohol karena kebijakan kesehatan pemerintah baru.
hoax,Penemuan arkeologi terbaru membuktikan bahwa nenek moyang bangsa Indonesia berasal dari benua Afrika.
hoax,"Jika Anda tidur kurang dari 5 jam sehari, risiko terkena serangan jantung Anda akan meningkat 90%."
hoax,Pihak kepolisian menemukan ribuan botol minuman keras oplosan yang dibuat menggunakan metanol berbahaya.
hoax,Semua warga yang memiliki kendaraan berusia di atas 10 tahun wajib melakukan uji emisi yang biayanya mahal.
hoax,Video menunjukkan bahwa air keran di salah satu kota besar di Indonesia sudah tidak layak diminum lagi.
hoax,"Sebuah pohon besar di tengah kota tiba-tiba mengeluarkan darah segar, menarik perhatian warga setempat."
hoax,Bank BRI akan memberikan hadiah uang tunai 100 juta rupiah kepada semua nasabah yang membalas email ini.
hoax,Kebijakan baru: pemerintah akan mencabut subsidi gas elpiji 3 kg untuk semua rumah tangga kecuali yang sangat miskin.
hoax,Minum teh yang sudah didinginkan dan dipanaskan ulang dapat memicu tumor ganas di bagian tenggorokan.
hoax,Terdapat kasus pembunuhan berantai yang terjadi di kos-kosan mahasiswa di sekitar kampus-kampus ternama.
hoax,Harga sembako di seluruh pasar tradisional akan melonjak drastis hingga 400% menjelang akhir tahun.
hoax,Semua pegawai negeri sipil (PNS) diwajibkan pindah ke kota baru yang disiapkan pemerintah di luar pulau Jawa.
hoax,Berita mengejutkan: ditemukan jejak kaki dinosaurus yang masih utuh di pedalaman hutan Kalimantan.
hoax,"Jika Anda sering mengonsumsi makanan pedas, Anda berisiko terkena penyakit usus buntu kronis yang sulit disembuhkan."
hoax,Video menunjukkan bahwa warga di salah satu desa menolak divaksinasi dan mengusir petugas kesehatan dengan paksa.
hoax,Semua pengguna kartu SIM prabayar wajib melakukan registrasi ulang dengan membayar denda 500 ribu rupiah.
hoax,Pejabat daerah ditangkap karena menyelewengkan dana bantuan gempa yang seharusnya disalurkan kepada korban.
hoax,Minum air hujan secara langsung terbukti dapat membersihkan ginjal dari semua toksin dan zat berbahaya.
hoax,"Seekor buaya putih raksasa terlihat berenang di Sungai Ciliwung, mengancam keselamatan warga yang tinggal di bantaran sungai."
hoax,Produk kecantikan yang paling banyak dijual di pasaran ternyata mengandung merkuri tingkat tinggi.
hoax,Semua restoran cepat saji di Indonesia diwajibkan menggunakan daging babi sebagai pengganti daging sapi.
hoax,Beredar surat dari Otoritas Jasa Keuangan (OJK) yang meminta nasabah untuk memverifikasi data melalui tautan palsu.
hoax,Video menunjukkan adanya perkelahian massal antara sopir taksi daring dan sopir taksi konvensional di bandara.
hoax,Seorang politisi ternama ditemukan memiliki tiga istri simpanan dan rumah mewah di luar negeri.
hoax,Semua kendaraan pribadi yang menggunakan plat nomor genap dilarang beroperasi di jalan raya pada hari Senin dan Jumat.
hoax,Gunung Sinabung diprediksi akan meletus dengan kekuatan terbesar dalam sejarah dalam waktu satu minggu.
hoax,Menggunakan headset dengan volume tinggi setiap hari akan menyebabkan kerusakan permanen pada otak.
hoax,Ditemukan ribuan ton gula pasir palsu yang terbuat dari bahan kimia berbahaya di gudang kawasan industri.
hoax,Semua karyawan perusahaan multinasional diwajibkan mengikuti pelatihan mental yang biayanya mahal.
hoax,Terdapat wabah penyakit misterius yang hanya menyerang orang yang makan nasi dengan lauk ikan laut.
hoax,Video menunjukkan bahwa petugas TransJakarta sengaja menabrak mobil pribadi karena adanya perselisihan jalan.
hoax,Semua siswa yang tidak lulus ujian nasional tahun ini diwajibkan mengulang pelajaran selama satu tahun penuh.
hoax,"Pemerintah akan menerapkan sistem pemilu elektronik pada tahun depan, menghapus sistem pencoblosan kertas."
hoax,Minum air panas yang mendidih secara teratur dapat membersihkan arteri dan mencegah penyakit jantung koroner.
hoax,Seorang pedagang sayur di pasar tradisional mendadak menjadi miliarder setelah menemukan harta karun kuno.
hoax,Ditemukan zat kimia beracun yang memicu alergi pada semua produk susu formula untuk bayi di bawah satu tahun.
hoax,Semua pemilik toko waralaba (franchise) diwajibkan membayar pajak tambahan sebesar 5% dari total omset harian.
hoax,"Terdapat kasus pembakaran hutan yang dilakukan oleh oknum tak dikenal, diduga didalangi oleh mafia properti."
hoax,Video menunjukkan bahwa polisi sedang melakukan razia besar-besaran terhadap kendaraan yang menggunakan knalpot bising.
hoax,Pemerintah akan mengeluarkan kebijakan untuk menaikkan harga rokok hingga 50 ribu rupiah per bungkus.
hoax,Minum jus buah yang dicampur dengan air panas dapat menyebabkan reaksi kimia yang berbahaya bagi lambung.
hoax,Seorang wanita di desa terpencil melahirkan anak kembar tiga yang memiliki keanehan fisik yang sulit dijelaskan.
hoax,Harga tiket kereta api jarak jauh akan naik dua kali lipat pada musim liburan mendatang.
hoax,Semua sekolah dasar diwajibkan mengajarkan kurikulum tentang ideologi radikal yang bertentangan dengan Pancasila.
hoax,"Sebuah benda luar angkasa jatuh di kawasan padat penduduk di Jawa Tengah, menyebabkan kebakaran hebat."
hoax,"Jika Anda tidur di ruangan ber-AC setiap malam, risiko terkena pneumonia Anda akan meningkat drastis."
hoax,"Ditemukan ribuan vaksin palsu yang beredar di klinik-klinik kecil, mengancam kesehatan masyarakat."
hoax,Semua pengguna internet yang mengunjungi situs web terlarang akan didenda dan data pribadinya disita.
hoax,Pejabat militer tinggi dituduh terlibat dalam kudeta militer yang gagal untuk menggulingkan pemerintahan sah.
hoax,Minum air rendaman biji buah alpukat setiap hari terbukti bisa membersihkan racun di dalam darah.
hoax,"Seekor harimau Sumatera lepas dari kandangnya di kebun binatang, menyebabkan kepanikan warga di sekitarnya."
hoax,Produk makanan ringan yang populer di kalangan anak-anak ternyata mengandung zat adiktif yang berbahaya.
hoax,Semua gereja dan masjid diwajibkan membayar pajak properti yang sangat mahal kepada pemerintah daerah.
hoax,Beredar surat dari perusahaan Gojek yang mengumumkan adanya undian berhadiah 1 miliar rupiah palsu.
hoax,Video menunjukkan bahwa warga desa menjarah truk berisi sembako yang mengalami kecelakaan di jalan raya.
hoax,Seorang pengusaha kaya raya ditemukan tewas mengenaskan di dalam mobil mewahnya di tempat parkir.
hoax,Semua kendaraan bermotor wajib menjalani tes psikologi bagi pengemudinya setiap enam bulan sekali.
hoax,Gempa bumi besar di Lombok disebabkan oleh uji coba senjata rahasia milik negara asing di bawah laut.
hoax,"Tidur dengan lampu menyala dapat mengganggu produksi hormon melatonin, meningkatkan risiko kanker."
hoax,Ditemukan ribuan obat terlarang yang diproduksi secara ilegal di pabrik rumahan di kawasan industri.
hoax,Semua mahasiswa yang mendapatkan beasiswa dari pemerintah diwajibkan menjadi agen rahasia negara.
hoax,Terdapat kasus serangan anjing liar yang brutal terhadap anak-anak kecil di lingkungan perumahan elit.
hoax,Video menunjukkan bahwa petugas keamanan bandara menyalahgunakan wewenang dan memeras penumpang.
hoax,"Pemerintah akan menerapkan jam malam nasional, melarang semua aktivitas di luar rumah setelah pukul 22.00."
hoax,Minum air putih yang dicampur dengan garam himalaya setiap hari terbukti bisa mencegah penuaan dini.
hoax,Seorang mantan atlet nasional menjual medali emasnya untuk membayar utang judi online yang menumpuk.
hoax,Ditemukan zat pewarna berbahaya yang memicu kerusakan organ dalam semua produk es krim yang dijual bebas.
hoax,Semua perusahaan diwajibkan mengganti karyawan senior dengan tenaga kerja baru yang lebih muda dan murah.
hoax,"Terdapat kasus kebakaran besar di pasar saham, menyebabkan kerugian triliunan rupiah dan kepanikan investor."
hoax,Video menunjukkan bahwa warga di salah satu kota beramai-ramai membuang sampah ke sungai sebagai protes.
hoax,Pemerintah akan mencabut izin operasional semua rumah sakit swasta yang tidak memenuhi standar minimal.
hoax,Minum air perasan lemon yang direndam semalaman dapat membersihkan kulit dari semua noda dan jerawat.
hoax,Seorang penemu muda berhasil menciptakan mobil terbang yang hanya menggunakan tenaga air sebagai bahan bakar.
hoax,Harga jual beli properti di Jakarta akan anjlok 50% karena adanya isu pembangunan ibu kota baru.
hoax,Semua pegawai bank swasta diwajibkan mengikuti pelatihan militer dasar untuk meningkatkan kedisiplinan.
hoax,Sebuah gunung berapi di Sulawesi menunjukkan tanda-tanda akan meletus super dahsyat dalam waktu dekat.
hoax,"Jika Anda mandi dengan air hangat setiap hari, Anda berisiko kehilangan kelembaban kulit dan rambut."
hoax,Ditemukan ribuan surat suara palsu yang sudah dicoblos di gudang penyimpanan KPU di daerah terpencil.
hoax,Semua pengguna kartu kredit wajib melunasi semua utang mereka dalam waktu 24 jam atau dikenakan sanksi pidana.
hoax,Pejabat kementerian ditangkap karena terbukti menerima suap besar dari perusahaan tambang asing.
hoax,Minum teh hijau yang dicampur madu setiap pagi terbukti bisa meningkatkan kecerdasan hingga 50%.
hoax,"Terdapat kasus hilangnya puluhan ekor kambing milik warga, diduga dicuri oleh kawanan manusia serigala."
hoax,Produk makanan kaleng yang populer di kalangan mahasiswa ternyata mengandung bahan pengawet yang beracun.
hoax,"Semua pemilik rumah tinggal diwajibkan memasang panel surya di atap rumah mereka, biayanya ditanggung sendiri."
hoax,Beredar pengumuman dari PLN yang menyatakan pemadaman listrik total akan terjadi di seluruh Pulau Jawa selama seminggu.
hoax,Video menunjukkan bahwa seorang guru di sekolah memukul muridnya secara brutal hanya karena tidak mengerjakan PR.
hoax,Seorang paranormal terkenal memprediksi akan terjadi bencana alam besar yang melanda Indonesia pada tahun depan.
hoax,Semua kendaraan dinas pemerintah diwajibkan menggunakan bahan bakar non-subsidi dengan harga yang sangat mahal.
hoax,Gunung Semeru menunjukkan aktivitas tidak wajar dan diperkirakan akan memuntahkan lahar dingin secara terus-menerus.
hoax,Mandi dengan air dingin setiap pagi terbukti bisa meningkatkan sistem imun tubuh hingga 300%.
hoax,Ditemukan ribuan ton limbah B3 yang dibuang secara ilegal di kawasan konservasi hutan lindung.
hoax,Semua pedagang pasar diwajibkan mengikuti pelatihan digitalisasi yang biayanya mencapai 5 juta rupiah per orang.
hoax,Terdapat kasus perampokan bank yang dilakukan oleh sekelompok orang bersenjata lengkap di siang bolong.
hoax,Video menunjukkan bahwa warga di salah satu RT beramai-ramai mendirikan posko keamanan tanpa izin polisi.
hoax,Pemerintah akan mengeluarkan kebijakan untuk menaikkan usia pensiun PNS menjadi 70 tahun.
hoax,Minum air rebusan daun pepaya setiap hari terbukti bisa membersihkan paru-paru dari semua polusi udara.
hoax,Seorang ahli spiritual mengklaim bisa memindahkan gunung hanya dengan kekuatan pikirannya.
hoax,Ditemukan zat kimia berbahaya yang menyebabkan kemandulan pada semua produk pasta gigi yang dijual di pasaran.
hoax,Semua sekolah diwajibkan membeli buku pelajaran baru dari penerbit yang ditunjuk oleh kementerian.
hoax,Terdapat kasus wabah demam berdarah yang menyebar melalui nyamuk yang kebal terhadap semua jenis obat anti-nyamuk.
hoax,Video menunjukkan bahwa petugas kebersihan kota sengaja membakar tumpukan sampah di tempat yang terlarang.
hoax,Pemerintah akan menerapkan kebijakan untuk memungut pajak atas semua transaksi di media sosial.
hoax,Minum air putih yang dicampur dengan cuka apel setiap malam terbukti bisa melangsingkan tubuh secara instan.
hoax,Seorang pria di desa terpencil mendapatkan warisan triliunan rupiah dari kerabat jauh yang tidak pernah dikenalnya.
hoax,Harga sewa rumah di Jakarta akan turun drastis karena banyaknya warga yang pindah ke luar kota.
hoax,Semua pengurus RT/RW diwajibkan mengikuti pelatihan kepemimpinan yang biayanya dibebankan kepada warga.
hoax,"Sebuah pesawat jet tempur jatuh di kawasan permukiman padat penduduk, menyebabkan korban jiwa yang banyak."
